Job_Name,Company_Name,Location,Published_Time,exp_level,exp_years,Job_Type
Factory Manager,El Mostakbal Co.,"Nasr City, Cairo, Egypt",19 hours ago,Manager,10 - 15 Yrs of Exp,Full Time
Medical Representative - Cairo,Target Medical Group (TMG),"Cairo, Egypt",19 hours ago,Experienced,2 - 5 Yrs of Exp,Full Time
Senior Front End Developer,Tam Development LLC,"Riyadh, Saudi Arabia",19 hours ago,Experienced,4+ Yrs of Exp,Full Time
Medical Representative - Giza,Target Medical Group (TMG),"Giza, Egypt",19 hours ago,Experienced,2 - 5 Yrs of Exp,Full Time
Senior Software Engineer (Python),Tam Development LLC,"Riyadh, Saudi Arabia",19 hours ago,Experienced,6 - 12 Yrs of Exp,Full Time
Store Keeper,MOG Group,"10th of Ramadan City, Cairo, Egypt",19 hours ago,Experienced,5 - 7 Yrs of Exp,Full Time
Document Control Section Head,Confidential,"Cairo, Egypt",19 hours ago,Manager,15 - 20 Yrs of Exp,Full Time
Motion Graphics Designer,COLORS,"Heliopolis, Cairo, Egypt",19 hours ago,Experienced,3 - 6 Yrs of Exp,Full Time
French advisor,Webhelp,"Cairo, Egypt",19 hours ago,Entry Level,1 - 2 Yrs of Exp,Full Time
Warehouse Specialsit,Allamna Integrated Solutions,"Nasr City, Cairo, Egypt",19 hours ago,Entry Level,0 - 1 Yrs of Exp,Full Time
Curtain Wall Façade Project Manager,Smart Window,"New Cairo, Cairo, Egypt",19 hours ago,Manager,5 - 10 Yrs of Exp,Full Time
Medical Representative Banha,Global Napi ,"Banha, Qalubia, Egypt",20 hours ago,Experienced,1 - 4 Yrs of Exp,Full Time
Real Estate Senior Consultant,INSIDER,"New Cairo, Cairo, Egypt",20 hours ago,Experienced,1 - 3 Yrs of Exp,Full Time
Processes Chemical Engineer,Tayseer Chemicals ,"Badr City, Cairo, Egypt",20 hours ago,Experienced,4 - 8 Yrs of Exp,Full Time
Odoo Developer,Peerless,"Giza, Egypt",20 hours ago,Experienced,1+ Yrs of Exp,Full Time
IT Help Desk Specialist,Confidential,"Nasr City, Cairo, Egypt",20 hours ago,Experienced,3 - 5 Yrs of Exp,Full Time
Sales Engineer,SMG Engineering Automotive,"Mohandessin, Giza, Egypt",20 hours ago,Experienced,1 - 3 Yrs of Exp,Full Time
HR Directors,Confidential,"New Cairo, Cairo, Egypt",20 hours ago,Senior Management,10 - 20 Yrs of Exp,Full Time
Physiotherapist,Saudi German Hospital ,"New Nozha, Cairo, Egypt",20 hours ago,Experienced,2 - 3 Yrs of Exp,Full Time
CEO,Geotechnical Egypt Company,"Cairo, Egypt",20 hours ago,Experienced,7+ Yrs of Exp,Full Time
Sales Agent and customer support,Perfect braces academy,"Giza, Giza, Egypt",20 hours ago,Entry Level,1+ Yrs of Exp,Full Time
Purchasing Manager,Al Omaraa Group for Ceramic and Porcelain Production,"10th of Ramadan City, Cairo, Egypt",20 hours ago,Manager,10+ Yrs of Exp,Full Time
IT Manager,Al Omaraa Group for Ceramic and Porcelain Production,"10th of Ramadan City, Cairo, Egypt",20 hours ago,Manager,8+ Yrs of Exp,Full Time
Warehouse Clerk,Al Omaraa Group for Ceramic and Porcelain Production,"10th of Ramadan City, Cairo, Egypt",20 hours ago,Experienced,3+ Yrs of Exp,Full Time
English Head OF Department,Creatives International Schools ( CIS ),"10th of Ramadan City, Sharqia, Egypt",20 hours ago,Senior Management,2 - 3 Yrs of Exp,Full Time
Chemical Engineer,AKL Auto Feeding Industries,"Talkha, Dakahlia, Egypt",20 hours ago,Experienced,3 - 6 Yrs of Exp,Full Time
English Teachers/ Homeroom Teachers,Creatives International Schools ( CIS ),"10th of Ramadan City, Sharqia, Egypt",20 hours ago,Experienced,2 - 3 Yrs of Exp,Full Time
Export Sales Specialist,DELUXE,"Mahta Alraml, Alexandria, Egypt",20 hours ago,Experienced,2 - 5 Yrs of Exp,Full Time
Stage Principal,Creatives International Schools ( CIS ),"Sharqia, Egypt",20 hours ago,Experienced,1 - 3 Yrs of Exp,Full Time
Medical Representative Faisal,Global Napi ,"Faisal, Giza, Egypt",20 hours ago,Experienced,1 - 4 Yrs of Exp,Full Time
Branch Manager - Giza,Zikry-Pharmacies ,"Mohandessin, Giza, Egypt",20 hours ago,Experienced,3 - 5 Yrs of Exp,Full Time
Medical Representative,Global Napi ,"Haram, Giza, Egypt",20 hours ago,Experienced,1 - 4 Yrs of Exp,Full Time
Unity Developer,RDI,"Dokki, Giza, Egypt",20 hours ago,Experienced,3+ Yrs of Exp,Full Time
Mechanical Tendering Engineer,Saudi-firmness,"Katameya, Cairo, Egypt",20 hours ago,Experienced,3 - 5 Yrs of Exp,Full Time
Senior Sales Representative (Real Estate - New Capital),Confidential,"New Cairo, Cairo, Egypt",20 hours ago,Experienced,5 - 10 Yrs of Exp,Full Time
Senior Business Analyst,BBI-Consultancy,"Nasr City, Cairo, Egypt",20 hours ago,Experienced,2 - 5 Yrs of Exp,Full Time
Senior Sales Engineer (Mechanical),EgyptianEuropean,"6th of October, Giza, Egypt",20 hours ago,Experienced,5+ Yrs of Exp,Full Time
HSE Section Head,Easy Group For Health and Beauty Care,"Alexandria, Egypt",20 hours ago,Experienced,5 - 7 Yrs of Exp,Full Time
IT Manager,Smart Window,"Cairo, Egypt",20 hours ago,Manager,15 - 15 Yrs of Exp,Full Time
Design Architect,Egyptian Countryside Development Company ,"Nasr City, Cairo, Egypt",20 hours ago,Experienced,5 - 7 Yrs of Exp,Full Time
Senior interior designer,One Sixty On,"Sheikh Zayed, Giza, Egypt",21 hours ago,Experienced,4 - 6 Yrs of Exp,Full Time
Research & Development Manager (Pumps),Allweiler Farid Hassanein,"Sharqia, Egypt",21 hours ago,Manager,12 - 15 Yrs of Exp,Full Time
IT Specialist (Help Desk & Technical Support),Statements for Consulting,"Boulaq, Cairo, Egypt",21 hours ago,Experienced,3 - 5 Yrs of Exp,Full Time
Marketing/ Social Media Specialist,Confidential,"Sheikh Zayed, Giza, Egypt",21 hours ago,Experienced,2 - 3 Yrs of Exp,Full Time
Senior Sales Engineer,Saint-Gobain,"Cairo, Egypt",21 hours ago,Experienced,5 - 8 Yrs of Exp,Full Time
Cost Accountant,Beroia Decor,"Belbes, Sharqia, Egypt",21 hours ago,Experienced,3 - 5 Yrs of Exp,Full Time
Tax Accountant,Beroia Decor,"New Cairo, Cairo, Egypt",21 hours ago,Experienced,3 - 5 Yrs of Exp,Full Time
sales site,Agec developments,"Shorouk City, Cairo, Egypt",21 hours ago,Entry Level,1 - 5 Yrs of Exp,Full Time
Porter,Grifols Egypt for Plasma Derivatives,"Port Said, Egypt",21 hours ago,Entry Level,1 - 3 Yrs of Exp,Full Time
Administrative Assistant,New Energy EV,"Cairo, Egypt",21 hours ago,Experienced,3+ Yrs of Exp,Full Time
CCTV System Engineer,SABA,"Heliopolis, Cairo, Egypt",21 hours ago,Experienced,3 - 5 Yrs of Exp,Full Time
Back End .NET,Impactyn,"Sheikh Zayed, Giza, Egypt",21 hours ago,Experienced,2 - 4 Yrs of Exp,Full Time
Corporate Sales Representative (Giza),Selah ElTelmeez For Publishing & printing,"Giza, Egypt",21 hours ago,Experienced,1 - 3 Yrs of Exp,Full Time
Senior Bank Accountant,T&D Design,"New Cairo, Cairo, Egypt",21 hours ago,Experienced,6 - 10 Yrs of Exp,Full Time
Quality Specialist,Nasaaem Hospital,"New Cairo, Cairo, Egypt",21 hours ago,Entry Level,1 - 3 Yrs of Exp,Full Time
Projects Sales Engineer,Confidential,"Heliopolis, Cairo, Egypt",21 hours ago,Experienced,2 - 3 Yrs of Exp,Full Time
Fleet Manager,Confidential,"6th of October, Giza, Egypt",21 hours ago,Manager,10+ Yrs of Exp,Full Time
Social Media Specialist,New Energy EV,"Cairo, Egypt",22 hours ago,Experienced,3+ Yrs of Exp,Full Time
Data entry,one2twelve ,"Haram, Giza, Egypt",22 hours ago,Entry Level,0 - 1 Yrs of Exp,Full Time
Flutter Developer,International Advanced ,"Nasr City, Cairo, Egypt",22 hours ago,Experienced,2 - 4 Yrs of Exp,Full Time
Outdoor Sales executive,Confidential,"Cairo, Egypt",22 hours ago,Experienced,2 - 6 Yrs of Exp,Full Time
data analysis,Care Services EG,"Abbassia, Cairo, Egypt",22 hours ago,Entry Level,2 - 4 Yrs of Exp,Full Time
Contract Engineer,Cred Developments,"New Cairo, Cairo, Egypt",22 hours ago,Experienced,3 - 5 Yrs of Exp,Full Time
Senior Quantity Surveying Engineer,Bainona Engineering Company ,"Nasr City, Cairo, Egypt",22 hours ago,Experienced,6 - 10 Yrs of Exp,Full Time
Front Desk Specialist,Majorel Egypt,"Katameya, Cairo, Egypt",22 hours ago,Entry Level,0 - 2 Yrs of Exp,Full Time
Software Developer – Mobile Cross Platform,Masria Digital Payment (MDP),"New Cairo, Cairo, Egypt",22 hours ago,Entry Level,0 - 1 Yrs of Exp,Full Time
Senior IT,Advansys for Trading & Contracting,"Maadi, Cairo, Egypt",22 hours ago,Experienced,4 - 7 Yrs of Exp,Full Time
Treasury Accountant,Pyramid Poultry,"Alsadat City, Monufya, Egypt",22 hours ago,Entry Level,2 - 2 Yrs of Exp,Full Time
Facility Administrator,Majorel Egypt,"Katameya, Cairo, Egypt",22 hours ago,Entry Level,0 - 2 Yrs of Exp,Full Time
Recruitment Specialist (Exp. Microfinance),Confidential,"Maadi, Cairo, Egypt",22 hours ago,Experienced,2 - 4 Yrs of Exp,Full Time
Interior Designer,Decorama,"Heliopolis, Cairo, Egypt",22 hours ago,Experienced,5+ Yrs of Exp,Full Time
Finance Manager,DELUXE,"Mahta Alraml, Alexandria, Egypt",22 hours ago,Manager,8 - 20 Yrs of Exp,Full Time
Chief Development Officer (CDO),Bahgat Group,"6th of October, Giza, Egypt",22 hours ago,Senior Management,15 - 20 Yrs of Exp,Full Time
Sales And Marketing Manager,Cairo Marketing CO. ,"Heliopolis, Cairo, Egypt",22 hours ago,Experienced,2 - 4 Yrs of Exp,Full Time
Customer Service Coordinators - Spanish Speaking,Confidential,"Smart Village, Giza, Egypt",23 hours ago,Entry Level,0 - 4 Yrs of Exp,Full Time
Customer Service Coordinators - Italian Speaking,Confidential,"Smart Village, Giza, Egypt",23 hours ago,Entry Level,0 - 4 Yrs of Exp,Full Time
ICT/Computer Science Teacher,GEMS Education,"Rehab City, Cairo, Egypt",23 hours ago,Experienced,4 - 8 Yrs of Exp,Full Time
Customer Service Coordinators - German Speaking,Confidential,"Smart Village, Giza, Egypt",23 hours ago,Entry Level,0 - 4 Yrs of Exp,Full Time
Customer Service Coordinators - French Speaking,Confidential,"Smart Village, Giza, Egypt",23 hours ago,Entry Level,0 - 3 Yrs of Exp,Full Time
Network Technical Support,IT Pillars,"Nasr City, Cairo, Egypt",23 hours ago,Experienced,1 - 2 Yrs of Exp,Full Time
Senior Full Stack Developer,DBS,"New Cairo, Cairo, Egypt",23 hours ago,Experienced,3+ Yrs of Exp,Full Time
Quality Control Inspector,E.S for Food and Drinks,"New Cairo, Cairo, Egypt",23 hours ago,Entry Level,0 - 2 Yrs of Exp,Full Time
Secretary and Office Manager Assistant,Bainona Engineering Company ,"Nasr City, Cairo, Egypt",23 hours ago,Entry Level,2 - 8 Yrs of Exp,Full Time
Real Estate Sales Agent,Roshins,"New Cairo, Cairo, Egypt",23 hours ago,Experienced,1+ Yrs of Exp,Full Time
Junior Customer Support (On-Site) - KSA,qTech. ,"Abha, Saudi Arabia",23 hours ago,Entry Level,0 - 1 Yrs of Exp,Full Time
Senior Property Consultant,Asset Tap,"Sheikh Zayed, Giza, Egypt",23 hours ago,Experienced,2 - 3 Yrs of Exp,Full Time
Senior Recruitment Supervisor,Webhelp,"New Cairo, Cairo, Egypt",23 hours ago,Experienced,2 - 5 Yrs of Exp,Full Time
Outgoing Tour Operator,Confidential,"Sheraton, Cairo, Egypt",23 hours ago,Experienced,2 - 4 Yrs of Exp,Full Time
Teller,Confidential,"Sheraton, Cairo, Egypt",23 hours ago,Entry Level,0 - 2 Yrs of Exp,Full Time
Front Desk Receptionist,Talaat Moustafa Group,"Rehab City, Cairo, Egypt",23 hours ago,Entry Level,1 - 3 Yrs of Exp,Full Time
Planning Engineer,PSP ( Power Services Projects ),"6th of October, Giza, Egypt",23 hours ago,Entry Level,0 - 2 Yrs of Exp,Full Time
Sales Executive - ( Wood Flooring Showroom ),Smart wood,"Nasr City, Cairo, Egypt",23 hours ago,Entry Level,1 - 5 Yrs of Exp,Full Time
German Customer Service Representative,Webhelp,"New Cairo, Cairo, Egypt",23 hours ago,Entry Level,Customer Service/Support,Full Time
Oracle SCM Consultant (Fusion),Dart Technology ,"Mokattam, Cairo, Egypt",23 hours ago,Experienced,2 - 4 Yrs of Exp,Full Time
Maintenance mechanical engineer,Tayseer Chemicals ,"Badr City, Cairo, Egypt",23 hours ago,Experienced,4 - 8 Yrs of Exp,Full Time
Oracle Financial Consultant (Fusion),Dart Technology ,"Cairo, Egypt",23 hours ago,Experienced,2 - 6 Yrs of Exp,Full Time
Oracle Fusion Technical or SOA Consultant,Dart Technology ,"Mokattam, Cairo, Egypt",23 hours ago,Experienced,4 - 8 Yrs of Exp,Full Time
Senior Property Consultant --- Real Estate,Invest In Real Estate Egypt,"6th of October, Giza, Egypt",23 hours ago,Experienced,2 - 6 Yrs of Exp,Full Time
Interior Designer,Hamza Associates,"Cairo, Egypt",23 hours ago,Entry Level,1 - 4 Yrs of Exp,Full Time
MYP Arabic Teacher,GEMS Education,"Rehab City, Cairo, Egypt",23 hours ago,Experienced,3+ Yrs of Exp,Full Time
Sales Representative - Giza,SMART Furniture ,"Sheikh Zayed, Giza, Egypt",23 hours ago,Experienced,2 - 5 Yrs of Exp,Full Time
Administrative Manager,New City Glass,"10th of Ramadan City, Sharqia, Egypt",24 hours ago,Experienced,4 - 6 Yrs of Exp,Full Time
Financial Planning & Analysis Assistant Manager,Network InternationalEgypt,"New Cairo, Cairo, Egypt",24 hours ago,Experienced,10 - 11 Yrs of Exp,Full Time
Digital Sales Coordinator,Suez Cement – Heidelberg Cement,"Cairo, Egypt",24 hours ago,Experienced,1+ Yrs of Exp,Full Time
Property Consultant,Asset Tap,"Sheikh Zayed, Giza, Egypt",24 hours ago,Experienced,1 - 2 Yrs of Exp,Full Time
Safety Engineer,KEC- IDENTITY FOR ENGENERING,"New Cairo, Cairo, Egypt",1 day ago,Experienced,5 - 10 Yrs of Exp,Full Time
Sales Manager,al-massagroup,"Cairo, Egypt",1 day ago,Manager,5 - 7 Yrs of Exp,Full Time
Human Resource Administrator,italiano company,"Bourj Alarab, Alexandria, Egypt",1 day ago,Experienced,1 - 3 Yrs of Exp,Full Time
"Electrical Production Engineer, Quality Engineer",Electrometal,"10th of Ramadan City, Sharqia, Egypt",1 day ago,Experienced,2 - 5 Yrs of Exp,Full Time
Software Sales Account Manager,CompactSoft International ,"Nasr City, Cairo, Egypt",1 day ago,Experienced,3 - 5 Yrs of Exp,Full Time
Electrical sales Manager and Sales Engineer,Electrometal,"Cairo, Egypt",1 day ago,Experienced,2 - 5 Yrs of Exp,Full Time
Mechanical Technical Office Manager,Smart Group,"Nozha, Cairo, Egypt",1 day ago,Experienced,12 - 15 Yrs of Exp,Full Time
Customer care supervisor,Confidential,"Nasr City, Cairo, Egypt",1 day ago,Experienced,4 - 8 Yrs of Exp,Full Time
Electrical Tender Engineer,Electrometal,"Cairo, Egypt",1 day ago,Experienced,1 - 4 Yrs of Exp,Full Time
Accountant,Fama technologies ,"Maadi, Cairo, Egypt",1 day ago,Entry Level,3 - 5 Yrs of Exp,Full Time
Software Tester (API and Performance),Zedny,"Mokattam, Cairo, Egypt",1 day ago,Experienced,1 - 3 Yrs of Exp,Full Time
Admin Officer,Ejada ,"Cairo, Egypt",1 day ago,Experienced,3 - 6 Yrs of Exp,Full Time
.Net Software Team Leader (Monufya),Dexef,"Quweisna, Monufya, Egypt",1 day ago,Manager,7 - 10 Yrs of Exp,Full Time
Auditor,Finsolutions,"Katameya, Cairo, Egypt",1 day ago,Experienced,1 - 5 Yrs of Exp,Full Time
Market Intelligence Assistant,Food Export Council,"Maadi, Cairo, Egypt",1 day ago,Experienced,2 - 3 Yrs of Exp,Full Time
Purchasing specialist/ Logistics,AKA Group ,"Hurghada, Red Sea, Egypt",1 day ago,Experienced,5 - 10 Yrs of Exp,Full Time
Commercial Director- Real estate,AKA Group ,"Hurghada, Red Sea, Egypt",1 day ago,Experienced,3 - 7 Yrs of Exp,Full Time
Accounting Manager.,Confidential,"Nasr City, Cairo, Egypt",1 day ago,Manager,7 - 10 Yrs of Exp,Full Time
HR Administrative Assistants,Industrial Professionals general trading co,"Maadi, Cairo, Egypt",1 day ago,Experienced,3 - 10 Yrs of Exp,Full Time
Senior Organizational Development Specialist,Confidential,"Cairo, Egypt",1 day ago,Entry Level,3 - 5 Yrs of Exp,Full Time
recruitment section head,Dakahlia Group,"Cairo, Egypt",1 day ago,Experienced,5 - 7 Yrs of Exp,Full Time
Marketing Manager,Network InternationalEgypt,"New Cairo, Cairo, Egypt",1 day ago,Manager,6 - 10 Yrs of Exp,Full Time
"Branch Sales Supervisor- Damietta, Egypt.",Egyptian Abrasives Co.,"Damietta, Egypt",1 day ago,Experienced,3 - 5 Yrs of Exp,Full Time
Resident Engineer,AMG Al Amar Consulting Group S.A.,"Maadi, Cairo, Egypt",1 day ago,Manager,15 - 20 Yrs of Exp,Full Time
Senior .NET Developer Support Engineer,SalesArm,"New Cairo, Cairo, Egypt",1 day ago,Experienced,8 - 15 Yrs of Exp,Full Time
Customer Service agent - call center agent (English Account) cairo,Etisalat Egypt,"Maadi, Cairo, Egypt",1 day ago,Entry Level,0 - 10 Yrs of Exp,Full Time
Sales and Promotion Manager pharmaceutical,Confidential,"Nasr City, Cairo, Egypt",1 day ago,Manager,5 - 10 Yrs of Exp,Full Time
Senior Accountant,Mersal Telecom,"Helwan, Cairo, Egypt",1 day ago,Entry Level,2 - 3 Yrs of Exp,Full Time
non voice - mail and chat (English account) Cairo,Etisalat Egypt,"Cairo, Egypt",1 day ago,Entry Level,0 - 13 Yrs of Exp,Full Time
Customer Support Representative,Etisalat Egypt,"Maadi, Cairo, Egypt",1 day ago,Entry Level,Customer Service/Support,Full Time
Electrical Maintenance Engineer,New Energy EV,"Maadi, Cairo, Egypt",2 days ago,Experienced,3 - 8 Yrs of Exp,Full Time
Quality Control Manager,Marbella For Food Industry ,"6th of October, Giza, Egypt",2 days ago,Manager,10+ Yrs of Exp,Full Time
HR Manager,MAC EGYPT REAL ESTATE CO.,"Heliopolis, Cairo, Egypt",2 days ago,Manager,15 - 17 Yrs of Exp,Full Time
Math teacher for an online learning academy,Diraya Academy,"Cairo, Egypt",2 days ago,Experienced,2+ Yrs of Exp,Part Time
Digital Marketing Project Manager,Finding From Egy ,"Smouha, Alexandria, Egypt",2 days ago,Manager,3 - 11 Yrs of Exp,Full Time
HR Business Partner,Sykes Enterprises,"Luxor, Luxor, Egypt",2 days ago,Experienced,1 - 4 Yrs of Exp,Full Time
Female Telemarketing Executive,euro trust capital ,"Maadi, Cairo, Egypt",2 days ago,Entry Level,Accounting/Finance,Full Time
IT Helpdesk Admin,Sykes Enterprises,"Luxor, Luxor, Egypt",2 days ago,Experienced,1 - 4 Yrs of Exp,Full Time
Procurement Intern,Takween Integrated Community Development,"Maadi, Cairo, Egypt",2 days ago,Student,Purchasing/Procurement,Internship
Human Resources Intern,Takween Integrated Community Development,"Maadi, Cairo, Egypt",2 days ago,Student,Human Resources,Internship
"Customer service representative (Non_voice mail&chat backoffice) English account,graduates",Etisalat Egypt,"Maadi, Cairo, Egypt",2 days ago,Entry Level,0 - 6 Yrs of Exp,Full Time
Human Resource Administrative Assistant,neo home,"Maadi, Cairo, Egypt",2 days ago,Experienced,1 - 3 Yrs of Exp,Full Time
Sales Marketing Executive,New Energy EV,"Cairo, Egypt",2 days ago,Experienced,3+ Yrs of Exp,Full Time
IT Manager,Egypt Bakery Stores,"Katameya, Cairo, Egypt",2 days ago,Manager,8 - 10 Yrs of Exp,Full Time
English Delegate,Fluency Thru Courses,"New Cairo, Cairo, Egypt",2 days ago,Experienced,1 - 3 Yrs of Exp,Full Time
Data Entry Assistant,Puffin,"Sheikh Zayed, Giza, Egypt",2 days ago,Entry Level,Administration,Full Time
Data Research Assistant,Puffin,"Sheikh Zayed, Giza, Egypt",2 days ago,Entry Level,Administration,Full Time
Warehouse Keeper,MB for Engineering,"6th of October, Giza, Egypt",2 days ago,Entry Level,1 - 3 Yrs of Exp,Full Time
Data Entry Specialist,IVAS,"Agouza, Giza, Egypt",2 days ago,Entry Level,Administration,Full Time
Telesales Representative,Confidential,"Nasr City, Cairo, Egypt",2 days ago,Experienced,1 - 4 Yrs of Exp,Full Time
Mechanical Engineer,valves engineering company,"Badr City, Cairo, Egypt",2 days ago,Experienced,3 - 5 Yrs of Exp,Full Time
Tele sales Team Leader,Confidential,"Nasr City, Cairo, Egypt",2 days ago,Manager,3 - 5 Yrs of Exp,Full Time
Senior Front End Developer (React & Next.js),Arabia for Information Technology,"Cairo, Egypt",2 days ago,Experienced,4+ Yrs of Exp,Full Time
Secretary,Safety Tech,"6th of October, Giza, Egypt",2 days ago,Experienced,3+ Yrs of Exp,Full Time
Accountant,Safety Tech,"Giza, Egypt",2 days ago,Experienced,3+ Yrs of Exp,Full Time
Call Center Executive,Gs4,"Dubai, United Arab Emirates",2 days ago,Entry Level,0 - 2 Yrs of Exp,Full Time
Cost Control Accountant,R squared Holding,"Obour City, Cairo, Egypt",2 days ago,Experienced,5 - 8 Yrs of Exp,Full Time
Human Resources Generalist,Onpassive,"Cairo, Egypt",2 days ago,Entry Level,2 - 5 Yrs of Exp,Full Time
junior Accountant,BUNRUN,"Alexandria, Egypt",2 days ago,Entry Level,1 - 3 Yrs of Exp,Full Time
Senior Employee Relations Specialist,Confidential,"Cairo, Egypt",2 days ago,Experienced,4 - 6 Yrs of Exp,Full Time
Senior aviation Ticketing specialist,tres jolie,"Cairo, Egypt",2 days ago,Experienced,3 - 10 Yrs of Exp,Full Time
Domestic Tourism Manager,tres jolie,"Cairo, Egypt",2 days ago,Experienced,3 - 6 Yrs of Exp,Full Time
English Customer Service - Morning shifts,Sutherland,"New Cairo, Cairo, Egypt",2 days ago,Entry Level,Customer Service/Support,Full Time
Import & Logistics Specialist,Optimarc pharma,"Heliopolis, Cairo, Egypt",2 days ago,Entry Level,1 - 3 Yrs of Exp,Full Time
Sales,El Kamash Group,"Marg, Cairo, Egypt",2 days ago,Experienced,3+ Yrs of Exp,Full Time
Business Analyst,Confidential,"New Cairo, Cairo, Egypt",2 days ago,Experienced,5 - 15 Yrs of Exp,Full Time
Application Consultant (Hybrid),Confidential,"Giza, Egypt",2 days ago,Experienced,2 - 4 Yrs of Exp,Full Time
Technical Office Engineer - (Cairo and Tanta),ARC Technologies,"Nasr City, Cairo, Egypt",2 days ago,Entry Level,3 - 6 Yrs of Exp,Full Time
Accounting Manager,Egast,"Bab Sharq, Alexandria, Egypt",2 days ago,Manager,5 - 10 Yrs of Exp,Full Time
IT Manager,Sindi,"Giza, Egypt",2 days ago,Manager,5 - 20 Yrs of Exp,Full Time
MEP Tender Engineer,GIECO,"Alexandria, Egypt",2 days ago,Experienced,5 - 7 Yrs of Exp,Full Time
Senior Sales - Electrical Low voltage and Medium voltage panels,ARC Technologies,"Abu Rawash, Giza, Egypt",2 days ago,Manager,8 - 10 Yrs of Exp,Full Time
